gender,age,name,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,country,city,location,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,lastOnlineDate,lastOnlineTime,userId
F,20,Jey,TRUE,FALSE,FALSE,CH,Utzenstorf,Utzenstorf,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T10:26:08Z,1430043968,55146fb7ea6da11d158b463a
F,25,tina,TRUE,FALSE,TRUE,CH,Zweisimmen,Blankenburg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-25T18:11:13Z,1429985473,503cbfc7ca61bea1590000bf
F,19,mel,TRUE,FALSE,FALSE,CH,Härkingen,Härkingen,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2015-04-26T08:07:07Z,1430035627,52dd7bd9c56da1966f61cfd3
F,21,debora,TRUE,TRUE,TRUE,CH,Bâle,Basel,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T15:09:19Z,1428505759,550f31ca1c0ba0785b8b4a90
F,21,MISHEffect,TRUE,TRUE,TRUE,CH,Marbach,Marbach (LU),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-25T21:35:40Z,1429997740,550db26a086ea18e4f8b4678
F,22,rebekka1992,TRUE,FALSE,FALSE,DE,Maulburg,Maulburg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T18:52:15Z,1428346335,54b8170ae96da129508b4b1a
F,24,🍒SweeT_Cherry🍒,TRUE,FALSE,FALSE,US,New York,Untersiggenthal,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2015-04-07T20:21:17Z,1428438077,525aaeb8190ba0d743a9b637
F,21,JayJay,TRUE,TRUE,TRUE,CH,Luzern,Emmen,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2015-04-25T13:18:14Z,1429967894,54ad5e03190ba0cb108b45d0
F,19,ॐ Mish  Ganja-Girl ॐ,TRUE,TRUE,FALSE,CH,Oftringen,Winznau,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2015-04-26T11:50:47Z,1430049047,55336759076ea11d208b483c
F,22,I_love_soccer,TRUE,TRUE,TRUE,CH,Radelfingen bei Aarberg,Lyss,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T11:59:59Z,1428321599,5411f8c8180ba0184a8b4aac
F,20,😊Nadine Jennifer 😊,TRUE,TRUE,TRUE,DE,Lörrach,Lörrach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T08:18:01Z,1430036281,552aa2c1ea6da1bd358b4851
F,22,🌸Joya Tiffany🌸,FALSE,FALSE,TRUE,CH,Frauenfeld,Opfikon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T15:09:04Z,1428505744,550c6869160ba0f7318b4771
F,24,Vanessa,TRUE,FALSE,FALSE,CH,Erlinsbach,Erlinsbach (AG),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T10:38:36Z,1428489516,552025c01c0ba01e1b8b4588
F,21,Susanne,FALSE,FALSE,TRUE,CH,Wetzikon,Uster,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T15:14:36Z,1428506076,5465e30f170ba051228b4c6b
F,25,meli,FALSE,TRUE,TRUE,CH,Zug,Zug,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-07T20:11:54Z,1428437514,5522e5cfca6da1791c8b4688
F,24,LittleLady,TRUE,FALSE,TRUE,CH,Emmenbrücke,Emmen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T14:22:46Z,1428502966,527629ff1a0ba0b97008fc9b
F,24,sase,TRUE,TRUE,FALSE,CH,Olten,Rothrist,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T11:45:05Z,1430048705,55388b1bca6da1d50b8b4a45
F,22,Blüemli Debbie,TRUE,FALSE,FALSE,CH,Lyssach,Bern,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T10:14:15Z,1428488055,54a47c42086ea12b6b8b528c
F,21,Meyo,TRUE,TRUE,TRUE,CH,Langenthal,Kriens,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T10:22:03Z,1430043723,553157bec76da13a558b4bb3
F,21,Paola,TRUE,FALSE,FALSE,DE,Lörrach ,Lörrach,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2015-04-07T21:42:20Z,1428442940,54df3f03180ba0542a8b47fd
F,19,Selina,TRUE,TRUE,TRUE,CH,Olten,Aarau,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2015-04-08T15:00:57Z,1428505257,548c21261a0ba0a85a8b4866
F,19,...,TRUE,TRUE,TRUE,CH,Oberwil (BL),Basel,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2015-04-26T01:17:35Z,1430011055,550b3d02c66da1485a8b477d
F,25,fabienne,TRUE,FALSE,FALSE,CH,Kriens,Luzern,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T10:33:15Z,1430044395,53c84ea3cb6da1dd7e8b4d55
F,22,Balu🐾,TRUE,FALSE,FALSE,CH,Wallisellen,Baltenswil,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T10:30:12Z,1428489012,54b245ed160ba0a9278b4a68
F,20,Nicole,TRUE,FALSE,FALSE,CH,Luzern,Luzern,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T10:04:56Z,1430042696,5415813d150ba0d05b8b4e38
F,19,Nina,TRUE,FALSE,TRUE,CH,Niederhünigen,Konolfingen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T11:33:56Z,1430048036,552a69160a6ea1e18f8b4dd4
F,20,Laure,FALSE,TRUE,FALSE,CH,La Chaux-de-Fonds,La Chaux-de-Fonds,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2015-04-26T09:28:25Z,1430040505,5534e4a40b6ea1ff618b4f0d
F,25,Besolatina,TRUE,TRUE,FALSE,CH,Hirschthal,Schöftland,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2015-04-25T21:30:49Z,1429997449,552b6669c46da13a788b4796
F,22,jacky,TRUE,FALSE,TRUE,DE,Grenzach-Wyhlen,Grenzach-Wyhlen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-24T20:24:47Z,1429907087,54c81d650b6ea1749c8b4bf6
F,25,SUNSHINE#SMILE,TRUE,TRUE,TRUE,DE,Stuttgart,Laichingen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T15:59:11Z,1428335951,54ea86211a0ba0da638b474a
F,22,Diva ♥,TRUE,FALSE,TRUE,CH,Sursee,Sursee,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T15:02:47Z,1430060567,53afe904170ba0505c8b4688
F,20,Valentine,FALSE,TRUE,FALSE,CH,Prangins,Gland,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2015-05-03T09:23:44Z,1430645024,537f7e26cb6da1571c8b8024
F,20,Regina,TRUE,TRUE,FALSE,DE,Laufenburg (Baden),Laufenburg (Baden),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-03T19:07:41Z,1428088061,54119f6d160ba008118b503f
F,24,laurencia,FALSE,FALSE,TRUE,CH,Zurich,Zürich,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T10:32:36Z,1430044356,551e85620a6ea1268d8b4d54
F,24,Jessie,TRUE,FALSE,TRUE,CH,Basel,Basel,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T11:04:45Z,1430046285,54a4506f1b0ba049278b4780
F,21,daniela,TRUE,FALSE,FALSE,CH,Attelwil,Attelwil,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T11:47:04Z,1430048824,53137ba0160ba04b168b4d32
F,21,Zsc_giirl18,TRUE,TRUE,TRUE,CH,Stadel bei Niederglatt,Zürich (Langstrasse),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-03-21T19:56:34Z,1426967794,53efddcbcb6da1de998b45fc
F,22,EST.93,TRUE,TRUE,FALSE,CH,Luzern,Luzern,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T15:28:46Z,1428506926,551c20e1066ea1d35c8b4708
F,26,Lotte,FALSE,FALSE,TRUE,DE,Stuttgart,Stuttgart,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T15:56:28Z,1428335788,550f075a1c0ba0642e8b49df
F,23,Sina,FALSE,FALSE,TRUE,CH,Schüpfen,Schüpfen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-25T15:54:14Z,1429977254,53ac3bcd1a0ba0cc6d8b4d11
F,20,Suzi,TRUE,TRUE,TRUE,DE,Hohentengen am Hochrhein,Hohentengen am Hochrhein,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-25T22:03:56Z,1429999436,50f72bce6f37f3d37e000058
F,24,HRVATiCA,TRUE,FALSE,FALSE,DE,Köln,Köln,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:56:52Z,1428332212,551dcef8190ba0dc0c8b4da1
F,19,laura,TRUE,FALSE,TRUE,CH,Würenlingen,Würenlingen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T11:04:52Z,1430046292,5525ad66140ba01c5b8b496d
F,22,Chantal,TRUE,TRUE,FALSE,CH,Baden,Remetschwil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2015-04-26T10:58:12Z,1430045892,50e69181150ba0763200000e
F,20,Young Yummy,FALSE,TRUE,FALSE,CH,Basel,Basel,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2015-04-08T15:19:24Z,1428506364,55038f65c96da15c998b4a4c
F,22,stella101,TRUE,FALSE,FALSE,CH,Berna,Berna,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2015-04-06T15:10:37Z,1428333037,54aa8e181c0ba069108b48df
F,23,nymeria,TRUE,FALSE,TRUE,CH,Burgdorf,Burgdorf,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T08:04:51Z,1430035491,552a48dde86da193318b45df
F,19,Livia,FALSE,FALSE,TRUE,CH,Nuolen,Wädenswil,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:29:14Z,1428330554,54e84423076ea1dc568b4d83
F,20,Stefania,TRUE,FALSE,TRUE,CH,Rothrist,Rothrist,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2015-04-19T21:33:57Z,1429479237,5529c16a1c0ba00e0a8b4b08
F,20,Bebisch,TRUE,FALSE,FALSE,CH,Zurich,Geroldswil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2015-04-26T11:50:23Z,1430049023,54c9c9abc86da1c82f8b4f44
F,25,Froueli22,TRUE,TRUE,TRUE,CH,Berne,Belp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-24T16:00:56Z,1429891256,54b1ddbf076ea17b518b4816
F,21,Tilly,TRUE,FALSE,FALSE,CH,Seftigen,Thun,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2015-04-08T13:59:53Z,1428501593,55104155076ea1f38c8b46a3
F,23,sabe713,TRUE,TRUE,TRUE,CH,Aarau,Schafisheim,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T11:20:43Z,1430047243,51fe675f1b0ba0d228fd8a65
F,21,Holidaay_,FALSE,FALSE,TRUE,DE,Tübingen,Tübingen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:55:00Z,1428332100,53fa0a5be86da14d868b4937
F,19,Jessica.,TRUE,FALSE,FALSE,DE,Freiburg im Breisgau,Freiburg im Breisgau,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T00:27:47Z,1430008067,551562aa086ea1768d8b456b
F,20,Angi,TRUE,TRUE,TRUE,DE,Beckingen,Kaiserslautern,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:26:46Z,1428330406,54e64c68076ea1965a8b4608
F,21,Bella*,FALSE,FALSE,TRUE,CH,Interlaken,Interlaken,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-25T22:40:58Z,1430001658,54a6c390c86da151248b4991
F,21,vanessa Kristin,TRUE,FALSE,FALSE,DE,Freiburg im Breisgau,March,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T13:43:36Z,1428327816,54fdc3491b0ba076578b469e
F,24,la_bachelorette,TRUE,FALSE,TRUE,CH,Luzern,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2015-04-08T11:55:31Z,1428494131,53c24087e86da1764c8b49d3
F,20,_Tati_,TRUE,FALSE,FALSE,CH,Siglistorf,Steinmaur,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T11:47:45Z,1430048865,55380277c66da1264a8b47ef
F,23,Bernadette,FALSE,FALSE,TRUE,CH,Wettingen,Wettingen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T11:19:53Z,1428491993,51edbbf7150ba035065ca1ea
F,23,Honigbär,TRUE,FALSE,TRUE,DE,Michelbach an der Bilz,Schwäbisch Hall,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T15:55:21Z,1428335721,552275c6170ba0840f8b498a
F,20,Yara,FALSE,FALSE,TRUE,DE,Sexau,Sexau,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T16:40:40Z,1430066440,5534dbe00a6ea1e6988b4ba8
F,20,VioLa_,TRUE,TRUE,TRUE,CH,Bremgarten bei Bern,Bremgarten bei Bern,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2015-04-26T10:04:18Z,1430042658,553519ceec6da13b8c8b518e
F,24,Angelina_ink,TRUE,TRUE,FALSE,DE,Radolfzell am Bodensee,Gebenstorf,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-11T16:42:35Z,1428770555,541dec98160ba05f5f8b45bc
F,22,lisa,FALSE,TRUE,FALSE,DE,Freiburg im Breisgau,Lörrach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T18:52:03Z,1430074323,5531a8841a0ba0b31f8b4a54
F,19,colore,TRUE,TRUE,FALSE,CH,Zug,Zug,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-05T21:32:21Z,1428269541,5518f196180ba0f16e8b45b4
F,23,Bambi06,TRUE,FALSE,FALSE,DE,Köln,Köln,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:54:27Z,1428332067,5516c069180ba08a258b496b
F,23,Chrissy,TRUE,TRUE,TRUE,CH,Dubendorf,Dubendorf,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2015-04-08T14:32:44Z,1428503564,55022190c46da14d7a8b47df
F,21,anni,TRUE,FALSE,FALSE,DE,Stuttgart,Aspach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:54:50Z,1428332090,521c7353c76da1473406bc9b
F,26,Agnieszka,TRUE,TRUE,TRUE,DE,Sindelfingen,Sindelfingen,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2015-04-06T16:15:58Z,1428336958,541f0a751a0ba0831e8b4b11
F,25,Nicole1989,FALSE,FALSE,TRUE,DE,Köln,Köln,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T15:57:03Z,1428335823,54a584ae1a0ba08d198b466d
F,24,Jasmin,TRUE,FALSE,FALSE,DE,Remagen,Remagen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-27T19:39:30Z,1430163570,551f1dfc066ea126588b49ac
F,21,jessika,TRUE,FALSE,TRUE,CH,Fribourg,Schwarzsee,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T10:45:05Z,1430045105,553a3ff7086ea1d37d8b50bc
F,19,Sarah,TRUE,FALSE,FALSE,DE,Eutingen im Gäu,Pfalzgrafenweiler,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:28:46Z,1428330526,5517f438190ba053658b4568
F,21,LEDENA,FALSE,FALSE,FALSE,DE,Stuttgart,Neuhausen auf den Fildern,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:51:55Z,1428331915,55225b891b0ba0914f8b48f9
F,24,lisa-roxanne,TRUE,TRUE,TRUE,DE,Neuenburg am Rhein,Neuenburg am Rhein,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-07T11:45:28Z,1428407128,54cd35d31b0ba0006e8b4b16
F,22,miiieze,TRUE,FALSE,TRUE,AT,Bregenz,Bregenz,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-27T19:28:28Z,1430162908,553d16bdec6da1fd228b48ff
F,22,Teeufelchen,TRUE,TRUE,TRUE,DE,Frankfurt am Main,Frankfurt am Main,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T15:03:30Z,1428332610,54de96e5ea6da14b4c8b4676
F,20,Julie,FALSE,FALSE,FALSE,CH,Basel,Herrischried,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-05-03T07:54:04Z,1430639644,551465e9c56da1a97f8b4716
F,24,Svetlana,TRUE,TRUE,TRUE,CH,Emmenbrücke ,Emmen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T06:07:35Z,1430028455,54c34090190ba0a5428b4ec5
F,23,Denice,TRUE,TRUE,FALSE,DE,Waldshut-Tiengen,Lauchringen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T13:42:42Z,1428327762,54b2b201ea6da1fb348b4d25
F,19,Lara,TRUE,FALSE,FALSE,CH,Lenk im Simmental,Thun,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T18:51:54Z,1430074314,553b56fd066ea1f26b8b467e
F,20,Francesca,TRUE,TRUE,TRUE,CH,Berna,Rothrist,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2015-04-06T14:55:12Z,1428332112,551d5cc01a0ba0913e8b4d97
F,22,Domini,FALSE,TRUE,FALSE,CZ,Písek,Ludwigsburg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:23:23Z,1428330203,54853f30e96da1d6478b4638
F,20,Cindy,TRUE,FALSE,FALSE,CH,Samstagern ,Einsiedeln,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-25T14:58:10Z,1429973890,543db0531b0ba0080c8b4dc1
F,21,Sabrina,TRUE,FALSE,TRUE,CH,Olten,Wangen bei Olten,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:56:57Z,1428332217,54fab20f150ba067388b4a87
F,19,swaga_,TRUE,FALSE,FALSE,JM,Kingston,Aarau,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2015-04-26T06:25:36Z,1430029536,54a95f17ca6da19c758b46c5
F,19,Vanessa,TRUE,FALSE,FALSE,CH,Brig,Brig-Glis,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T17:04:43Z,1428339883,53ec36bc160ba0c87b8b51f6
F,22,Niina,TRUE,TRUE,FALSE,DE,Köln,Köln,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2015-04-06T14:53:57Z,1428332037,55106cc5e86da1f2378b4899
F,19,Jyou,FALSE,TRUE,TRUE,CH,Bern,Burg (AG),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-01T18:07:07Z,1427911627,54b02965ca6da1ed8c8b4604
F,19,tamara,TRUE,FALSE,FALSE,CH,Fribourg,Fribourg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T17:27:46Z,1430069266,54cbb2e3cb6da1f5618b456f
F,26,Ramona☆,FALSE,FALSE,TRUE,DE,Mühlhausen-Ehingen,Mühlhausen-Ehingen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T16:05:07Z,1428336307,54513142170ba029308b49ed
F,19,_swissgiirl_,TRUE,FALSE,FALSE,CH,Lengnau,Lengnau,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T07:39:14Z,1430033954,551afdf3e86da131588b473d
F,21,Cheyenne,TRUE,FALSE,FALSE,CH,Liestal,Liestal,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2015-04-25T14:41:28Z,1429972888,533c0e31c86da1f5338b459d
F,19,Miss Fortune,TRUE,TRUE,FALSE,CH,Zürich,Zürich,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T09:14:13Z,1430039653,55076dc41b0ba0d9208b478a
F,23,Janina,TRUE,TRUE,TRUE,DE,Bergisch Gladbach,Bergisch Gladbach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:52:29Z,1428331949,55205176160ba031038b4bbe
F,24,ShellyBee,FALSE,FALSE,TRUE,SC,Grabs,Embrach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-23T07:24:45Z,1429773885,552a346e086ea141568b4637
F,24,giftzwärg,TRUE,TRUE,FALSE,CH,Visperterminen,Glis,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T11:29:51Z,1430047791,55325cb3066ea13c128b49ce
F,22,alexis,TRUE,TRUE,FALSE,DE,Ilshofen,Ilshofen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T14:59:15Z,1428332355,5282a538170ba0a4779acff3
F,20,lindaa:),TRUE,FALSE,FALSE,DE,Eggingen,Eggingen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-28T10:09:40Z,1430215780,54882317150ba02d6a8b4968
F,19,Ramona,FALSE,FALSE,TRUE,CH,Wikon,Wikon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-25T23:05:59Z,1430003159,5134e78c160ba05870000019
F,19,babuska,TRUE,TRUE,FALSE,CH,Winterthur,Schleitheim,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T14:23:53Z,1428503033,5522e580086ea12e7c8b45f7
F,23,lisa,TRUE,FALSE,FALSE,DE,Stuttgart,Stuttgart,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T16:01:40Z,1428336100,55213c7dcc6da1911b8b4593
F,23,Michelle,FALSE,FALSE,TRUE,DE,Lahr,Lahr/Schwarzwald,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-23T16:43:48Z,1429807428,5415568b1a0ba0b51f8b5181
F,20,Olivia,TRUE,FALSE,FALSE,CH,Zürich,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T15:12:04Z,1428505924,5509ad4ae96da160448b4e3d
F,23,ela,TRUE,FALSE,TRUE,DE,Karlsruhe,Karlsruhe,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-06T16:13:49Z,1428336829,52c6da0e1a0ba07f3517f52a
F,20,lariih,TRUE,TRUE,FALSE,CH,Bern,Flühli,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-08T09:51:56Z,1428486716,53eef170190ba0c5748b457c
F,20,Tina,TRUE,FALSE,FALSE,CH,Bern,Bern,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-04-26T18:34:40Z,1430073280,54f70767150ba0150f8b4baa
